Segments,VariableName,VariableCount
Mass Markets,Tenure: Own Home ,6903371
Young Urban Masses,Tenure: Own Home ,0
Diverse Workers,Tenure: Own Home ,5979895
Modest Families,Tenure: Own Home ,0
Well-heeled Affluents,Tenure: Rents Home ,67001
Prosperous Acheivers,Tenure: Rents Home ,162470
Young Affluent Mobiles,Tenure: Rents Home ,1650204
Upscale Matures,Tenure: Rents Home ,62048
Elite Households,Tenure: Rents Home ,505079
Young Upscale Families,Tenure: Rents Home ,956461
Elder Midscale Class,Tenure: Rents Home ,971149
Comfortable Retirees,Tenure: Rents Home ,832034
Mass Markets,Tenure: Rents Home ,1655221
Young Urban Masses,Tenure: Rents Home ,6406435
Diverse Workers,Tenure: Rents Home ,3148452
Modest Families,Tenure: Rents Home ,3781456
Well-heeled Affluents,TV Ads Appear at Inconvenient Moments- Agree ,709182
Prosperous Acheivers,TV Ads Appear at Inconvenient Moments- Agree ,1000444
Young Affluent Mobiles,TV Ads Appear at Inconvenient Moments- Agree ,1322857
Upscale Matures,TV Ads Appear at Inconvenient Moments- Agree ,818381
Elite Households,TV Ads Appear at Inconvenient Moments- Agree ,994301
Young Upscale Families,TV Ads Appear at Inconvenient Moments- Agree ,1700205
Elder Midscale Class,TV Ads Appear at Inconvenient Moments- Agree ,1409378
Comfortable Retirees,TV Ads Appear at Inconvenient Moments- Agree ,876812
Mass Markets,TV Ads Appear at Inconvenient Moments- Agree ,2105806
Young Urban Masses,TV Ads Appear at Inconvenient Moments- Agree ,1592226
Diverse Workers,TV Ads Appear at Inconvenient Moments- Agree ,2214361
Modest Families,TV Ads Appear at Inconvenient Moments- Agree ,847257
Well-heeled Affluents,TV Ads Are Alike- Agree ,427387
Prosperous Acheivers,TV Ads Are Alike- Agree ,594052
Young Affluent Mobiles,TV Ads Are Alike- Agree ,913306
Upscale Matures,TV Ads Are Alike- Agree ,505917
Elite Households,TV Ads Are Alike- Agree ,586020
Young Upscale Families,TV Ads Are Alike- Agree ,1043481
Elder Midscale Class,TV Ads Are Alike- Agree ,877759
Comfortable Retirees,TV Ads Are Alike- Agree ,620215
Mass Markets,TV Ads Are Alike- Agree ,1484337
Young Urban Masses,TV Ads Are Alike- Agree ,1166947
Diverse Workers,TV Ads Are Alike- Agree ,1609480
Modest Families,TV Ads Are Alike- Agree ,668620
Well-heeled Affluents,TV Ads Are Amusing- Agree ,569429
Prosperous Acheivers,TV Ads Are Amusing- Agree ,728192
Young Affluent Mobiles,TV Ads Are Amusing- Agree ,1166023
Upscale Matures,TV Ads Are Amusing- Agree ,561202
Elite Households,TV Ads Are Amusing- Agree ,852468
Young Upscale Families,TV Ads Are Amusing- Agree ,1432539
Elder Midscale Class,TV Ads Are Amusing- Agree ,1129264
Comfortable Retirees,TV Ads Are Amusing- Agree ,702945
Mass Markets,TV Ads Are Amusing- Agree ,1932113
Young Urban Masses,TV Ads Are Amusing- Agree ,1453602
Diverse Workers,TV Ads Are Amusing- Agree ,2092172
Modest Families,TV Ads Are Amusing- Agree ,846135
Well-heeled Affluents,TV Ads Are Repeated too Often- Agree ,847423
Prosperous Acheivers,TV Ads Are Repeated too Often- Agree ,1246764
Young Affluent Mobiles,TV Ads Are Repeated too Often- Agree ,1676408
Upscale Matures,TV Ads Are Repeated too Often- Agree ,1043112
Elite Households,TV Ads Are Repeated too Often- Agree ,1257571
Young Upscale Families,TV Ads Are Repeated too Often- Agree ,2095892
Elder Midscale Class,TV Ads Are Repeated too Often- Agree ,1778881
Comfortable Retirees,TV Ads Are Repeated too Often- Agree ,1093364
Mass Markets,TV Ads Are Repeated too Often- Agree ,2662010
Young Urban Masses,TV Ads Are Repeated too Often- Agree ,1949014
Diverse Workers,TV Ads Are Repeated too Often- Agree ,2729966
Modest Families,TV Ads Are Repeated too Often- Agree ,1049115
Well-heeled Affluents,TV Ads Give Good Info on Consumer Prod Use- Agree ,481671
Prosperous Acheivers,TV Ads Give Good Info on Consumer Prod Use- Agree ,628429
Young Affluent Mobiles,TV Ads Give Good Info on Consumer Prod Use- Agree ,969112
Upscale Matures,TV Ads Give Good Info on Consumer Prod Use- Agree ,492345
Elite Households,TV Ads Give Good Info on Consumer Prod Use- Agree ,684077
Young Upscale Families,TV Ads Give Good Info on Consumer Prod Use- Agree ,1242415
Elder Midscale Class,TV Ads Give Good Info on Consumer Prod Use- Agree ,1011209
Comfortable Retirees,TV Ads Give Good Info on Consumer Prod Use- Agree ,735201
Mass Markets,TV Ads Give Good Info on Consumer Prod Use- Agree ,1756502
Young Urban Masses,TV Ads Give Good Info on Consumer Prod Use- Agree ,1319731
Diverse Workers,TV Ads Give Good Info on Consumer Prod Use- Agree ,2050500
Modest Families,TV Ads Give Good Info on Consumer Prod Use- Agree ,835615
Well-heeled Affluents,TV Ads Give Good Info on New Products/Services- Agree ,679755
Prosperous Acheivers,TV Ads Give Good Info on New Products/Services- Agree ,877203
Young Affluent Mobiles,TV Ads Give Good Info on New Products/Services- Agree ,1306115
Upscale Matures,TV Ads Give Good Info on New Products/Services- Agree ,739883
Elite Households,TV Ads Give Good Info on New Products/Services- Agree ,1016365
Young Upscale Families,TV Ads Give Good Info on New Products/Services- Agree ,1711959
Elder Midscale Class,TV Ads Give Good Info on New Products/Services- Agree ,1405026
Comfortable Retirees,TV Ads Give Good Info on New Products/Services- Agree ,966541
Mass Markets,TV Ads Give Good Info on New Products/Services- Agree ,2314022
Young Urban Masses,TV Ads Give Good Info on New Products/Services- Agree ,1595736
Diverse Workers,TV Ads Give Good Info on New Products/Services- Agree ,2498506
Modest Families,TV Ads Give Good Info on New Products/Services- Agree ,960443
Well-heeled Affluents,TV Ads Give Useful Info on Bargains- Agree ,516750
Prosperous Acheivers,TV Ads Give Useful Info on Bargains- Agree ,697317
Young Affluent Mobiles,TV Ads Give Useful Info on Bargains- Agree ,1086150
Upscale Matures,TV Ads Give Useful Info on Bargains- Agree ,573710
Elite Households,TV Ads Give Useful Info on Bargains- Agree ,798318
Young Upscale Families,TV Ads Give Useful Info on Bargains- Agree ,1424223
Elder Midscale Class,TV Ads Give Useful Info on Bargains- Agree ,1131158
Comfortable Retirees,TV Ads Give Useful Info on Bargains- Agree ,829729
Mass Markets,TV Ads Give Useful Info on Bargains- Agree ,2023802
Young Urban Masses,TV Ads Give Useful Info on Bargains- Agree ,1462342
Diverse Workers,TV Ads Give Useful Info on Bargains- Agree ,2327110
Modest Families,TV Ads Give Useful Info on Bargains- Agree ,922368
Well-heeled Affluents,TV Ads Have No Credibility- Agree ,403003
Prosperous Acheivers,TV Ads Have No Credibility- Agree ,599979
Young Affluent Mobiles,TV Ads Have No Credibility- Agree ,824454
Upscale Matures,TV Ads Have No Credibility- Agree ,515035
Elite Households,TV Ads Have No Credibility- Agree ,564876
Young Upscale Families,TV Ads Have No Credibility- Agree ,994366
Elder Midscale Class,TV Ads Have No Credibility- Agree ,849580
Comfortable Retirees,TV Ads Have No Credibility- Agree ,564417
Mass Markets,TV Ads Have No Credibility- Agree ,1297850
Young Urban Masses,TV Ads Have No Credibility- Agree ,987965
Diverse Workers,TV Ads Have No Credibility- Agree ,1521368
Modest Families,TV Ads Have No Credibility- Agree ,611464
Well-heeled Affluents,Typically Read Online Reviews Before Purchasing Online - Agree ,923979
Prosperous Acheivers,Typically Read Online Reviews Before Purchasing Online - Agree ,1138477
Young Affluent Mobiles,Typically Read Online Reviews Before Purchasing Online - Agree ,1916122
Upscale Matures,Typically Read Online Reviews Before Purchasing Online - Agree ,759365
Elite Households,Typically Read Online Reviews Before Purchasing Online - Agree ,1367030
Young Upscale Families,Typically Read Online Reviews Before Purchasing Online - Agree ,2177912
Elder Midscale Class,Typically Read Online Reviews Before Purchasing Online - Agree ,1194192
Comfortable Retirees,Typically Read Online Reviews Before Purchasing Online - Agree ,630366
Mass Markets,Typically Read Online Reviews Before Purchasing Online - Agree ,2820647
Young Urban Masses,Typically Read Online Reviews Before Purchasing Online - Agree ,2060286
Diverse Workers,Typically Read Online Reviews Before Purchasing Online - Agree ,2275176
Modest Families,Typically Read Online Reviews Before Purchasing Online - Agree ,1116880
Well-heeled Affluents,"Value of Owned Home: $100,000 - $149,999 ",101742
Prosperous Acheivers,"Value of Owned Home: $100,000 - $149,999 ",293938
Young Affluent Mobiles,"Value of Owned Home: $100,000 - $149,999 ",394624
Upscale Matures,"Value of Owned Home: $100,000 - $149,999 ",332517
Elite Households,"Value of Owned Home: $100,000 - $149,999 ",90562
Young Upscale Families,"Value of Owned Home: $100,000 - $149,999 ",947760
Elder Midscale Class,"Value of Owned Home: $100,000 - $149,999 ",1032304
Comfortable Retirees,"Value of Owned Home: $100,000 - $149,999 ",611588
Mass Markets,"Value of Owned Home: $100,000 - $149,999 ",2130294
Young Urban Masses,"Value of Owned Home: $100,000 - $149,999 ",0
Diverse Workers,"Value of Owned Home: $100,000 - $149,999 ",1274427
Modest Families,"Value of Owned Home: $100,000 - $149,999 ",0
Well-heeled Affluents,"Value of Owned Home: $150,000 - $199,999 ",141446
Prosperous Acheivers,"Value of Owned Home: $150,000 - $199,999 ",472584
Young Affluent Mobiles,"Value of Owned Home: $150,000 - $199,999 ",627881
Upscale Matures,"Value of Owned Home: $150,000 - $199,999 ",454164
Elite Households,"Value of Owned Home: $150,000 - $199,999 ",300199
Young Upscale Families,"Value of Owned Home: $150,000 - $199,999 ",1092926
Elder Midscale Class,"Value of Owned Home: $150,000 - $199,999 ",795316
Comfortable Retirees,"Value of Owned Home: $150,000 - $199,999 ",296507
Mass Markets,"Value of Owned Home: $150,000 - $199,999 ",1281688
Young Urban Masses,"Value of Owned Home: $150,000 - $199,999 ",0
Diverse Workers,"Value of Owned Home: $150,000 - $199,999 ",595651
Modest Families,"Value of Owned Home: $150,000 - $199,999 ",0
Well-heeled Affluents,"Value of Owned Home: $200,000 - $499,999 ",1174962
Prosperous Acheivers,"Value of Owned Home: $200,000 - $499,999 ",1736806
Young Affluent Mobiles,"Value of Owned Home: $200,000 - $499,999 ",2146667
Upscale Matures,"Value of Owned Home: $200,000 - $499,999 ",1474182
Elite Households,"Value of Owned Home: $200,000 - $499,999 ",2053134
Young Upscale Families,"Value of Owned Home: $200,000 - $499,999 ",2479795
Elder Midscale Class,"Value of Owned Home: $200,000 - $499,999 ",1269269
Comfortable Retirees,"Value of Owned Home: $200,000 - $499,999 ",384596
Mass Markets,"Value of Owned Home: $200,000 - $499,999 ",1527439
Young Urban Masses,"Value of Owned Home: $200,000 - $499,999 ",0
Diverse Workers,"Value of Owned Home: $200,000 - $499,999 ",685037
Modest Families,"Value of Owned Home: $200,000 - $499,999 ",0
Well-heeled Affluents,"Value of Owned Home: $50,000 - $99,999 ",23575
Prosperous Acheivers,"Value of Owned Home: $50,000 - $99,999 ",110375
Young Affluent Mobiles,"Value of Owned Home: $50,000 - $99,999 ",124101
Upscale Matures,"Value of Owned Home: $50,000 - $99,999 ",136481
Elite Households,"Value of Owned Home: $50,000 - $99,999 ",26053
Young Upscale Families,"Value of Owned Home: $50,000 - $99,999 ",375925
Elder Midscale Class,"Value of Owned Home: $50,000 - $99,999 ",629072
Comfortable Retirees,"Value of Owned Home: $50,000 - $99,999 ",745507
Mass Markets,"Value of Owned Home: $50,000 - $99,999 ",1420551
Young Urban Masses,"Value of Owned Home: $50,000 - $99,999 ",0
Diverse Workers,"Value of Owned Home: $50,000 - $99,999 ",1829025
Modest Families,"Value of Owned Home: $50,000 - $99,999 ",0
Well-heeled Affluents,"Value of Owned Home: $500,000+ ",1050864
Prosperous Acheivers,"Value of Owned Home: $500,000+ ",745626
Young Affluent Mobiles,"Value of Owned Home: $500,000+ ",423163
Upscale Matures,"Value of Owned Home: $500,000+ ",385981
Elite Households,"Value of Owned Home: $500,000+ ",669901
Young Upscale Families,"Value of Owned Home: $500,000+ ",369681
Elder Midscale Class,"Value of Owned Home: $500,000+ ",152608
Comfortable Retirees,"Value of Owned Home: $500,000+ ",48386
Mass Markets,"Value of Owned Home: $500,000+ ",93055
Young Urban Masses,"Value of Owned Home: $500,000+ ",0
Diverse Workers,"Value of Owned Home: $500,000+ ",71978
Modest Families,"Value of Owned Home: $500,000+ ",0
Well-heeled Affluents,"Value of Owned Home: Under $50,000 ",9926
Prosperous Acheivers,"Value of Owned Home: Under $50,000 ",26044
Young Affluent Mobiles,"Value of Owned Home: Under $50,000 ",38470
Upscale Matures,"Value of Owned Home: Under $50,000 ",31016
Elite Households,"Value of Owned Home: Under $50,000 ",4964
Young Upscale Families,"Value of Owned Home: Under $50,000 ",45904
Elder Midscale Class,"Value of Owned Home: Under $50,000 ",146417
Comfortable Retirees,"Value of Owned Home: Under $50,000 ",439082
Mass Markets,"Value of Owned Home: Under $50,000 ",447867
Young Urban Masses,"Value of Owned Home: Under $50,000 ",0
Diverse Workers,"Value of Owned Home: Under $50,000 ",1526261
Modest Families,"Value of Owned Home: Under $50,000 ",0
Well-heeled Affluents,Wait for Others to Try Things Before I Buy- Agree ,595107
Prosperous Acheivers,Wait for Others to Try Things Before I Buy- Agree ,814896
Young Affluent Mobiles,Wait for Others to Try Things Before I Buy- Agree ,1278562
Upscale Matures,Wait for Others to Try Things Before I Buy- Agree ,674516
Elite Households,Wait for Others to Try Things Before I Buy- Agree ,913587
Young Upscale Families,Wait for Others to Try Things Before I Buy- Agree ,1588734
Elder Midscale Class,Wait for Others to Try Things Before I Buy- Agree ,1172233
Comfortable Retirees,Wait for Others to Try Things Before I Buy- Agree ,787293
Mass Markets,Wait for Others to Try Things Before I Buy- Agree ,2194399
Young Urban Masses,Wait for Others to Try Things Before I Buy- Agree ,1578776
Diverse Workers,Wait for Others to Try Things Before I Buy- Agree ,2275533
Modest Families,Wait for Others to Try Things Before I Buy- Agree ,1026403
Well-heeled Affluents,Will Buy on Credit Rather than Wait- Agree ,586426
Prosperous Acheivers,Will Buy on Credit Rather than Wait- Agree ,823909
Young Affluent Mobiles,Will Buy on Credit Rather than Wait- Agree ,1227829
Upscale Matures,Will Buy on Credit Rather than Wait- Agree ,685108
Elite Households,Will Buy on Credit Rather than Wait- Agree ,863717
Young Upscale Families,Will Buy on Credit Rather than Wait- Agree ,1379275
Elder Midscale Class,Will Buy on Credit Rather than Wait- Agree ,1011809
Comfortable Retirees,Will Buy on Credit Rather than Wait- Agree ,676360
Mass Markets,Will Buy on Credit Rather than Wait- Agree ,1774983
Young Urban Masses,Will Buy on Credit Rather than Wait- Agree ,1264142
Diverse Workers,Will Buy on Credit Rather than Wait- Agree ,1604916
Modest Families,Will Buy on Credit Rather than Wait- Agree ,690123
Well-heeled Affluents,Will Switch Brands to Use a Cents-Off Coupon- Agree ,522831
Prosperous Acheivers,Will Switch Brands to Use a Cents-Off Coupon- Agree ,704491
Young Affluent Mobiles,Will Switch Brands to Use a Cents-Off Coupon- Agree ,1345477
Upscale Matures,Will Switch Brands to Use a Cents-Off Coupon- Agree ,596014
Elite Households,Will Switch Brands to Use a Cents-Off Coupon- Agree ,887918
Young Upscale Families,Will Switch Brands to Use a Cents-Off Coupon- Agree ,1472441
Elder Midscale Class,Will Switch Brands to Use a Cents-Off Coupon- Agree ,1081551
Comfortable Retirees,Will Switch Brands to Use a Cents-Off Coupon- Agree ,759639
Mass Markets,Will Switch Brands to Use a Cents-Off Coupon- Agree ,2168742
Young Urban Masses,Will Switch Brands to Use a Cents-Off Coupon- Agree ,1686936
Diverse Workers,Will Switch Brands to Use a Cents-Off Coupon- Agree ,2286425
Modest Families,Will Switch Brands to Use a Cents-Off Coupon- Agree ,1076186
Well-heeled Affluents,Would like to buy Security Devices,1176191
Prosperous Acheivers,Would like to buy Security Devices,849727
Young Affluent Mobiles,Would like to buy Security Devices,427550
Upscale Matures,Would like to buy Security Devices,451118
Elite Households,Would like to buy Security Devices,773110
Young Upscale Families,Would like to buy Security Devices,367450
Elder Midscale Class,Would like to buy Security Devices,424447
Comfortable Retirees,Would like to buy Security Devices,121346
Mass Markets,Would like to buy Security Devices,807344
Young Urban Masses,Would like to buy Security Devices,136007
Diverse Workers,Would like to buy Security Devices,327728
Modest Families,Would like to buy Security Devices,224353
