Location,Location2,Location3,State,County,Land Area,WaterArea,Latitude,Longitude,Population Growth Rate,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,Number of Burgalaries reported,MedianAge,Crime Rate,Homicide Reported,CBSA_Type,FinanceNumber,Property Crime Rate,Housing Construction,HouseholdsPerZipCode,AverageHouseValue,Elevation
Alabama|Rainbow City ,Rainbow City ,Rainbow City ,AL,Etowah,17.651,1.189,33.92832,-86.09608,0.33%,4400,377,124,135,2,45,63,2355,2594,4,40.7,158,,Metro,13330,74,4.29%,2117,160100,554
Alabama|Rainsville ,Rainsville ,Rainsville ,AL,De Kalb,22.6235,0.007,34.514366,-85.829862,-5.18%,3685,19,212,10,5,81,131,1882,1990,6,38.6,149,,,16775,68,7.28%,1559,98200,899
Alabama|Red Bay ,Red Bay ,Red Bay ,AL,Franklin,44.455,0.285,34.45138,-88.061962,3.04%,1949,37,89,4,2,18,72,981,1066,4,40.8,72,,,16840,32,-2.56%,875,74700,742
Alabama|Reform ,Reform ,Reform ,AL,Pickens,59.2605,0.225,33.412996,-88.03808,3.58%,1215,621,10,0,0,7,5,859,975,1,43.4,29,,Metro,16860,13.5,-0.29%,765,67200,256
Alabama|Riverside ,Riverside ,Riverside ,AL,Saint Clair,3.308,0.9305,33.623474,-86.20304,-5.57%,783,115,9,9,0,6,2,455,452,2,41.3,82,,Metro,16940,38.5,-4.76%,368,177600,570
Alabama|Roanoke ,Roanoke ,Roanoke ,AL,Randolph,91.335,0.495,33.17202,-85.379819,2.99%,3965,1603,65,21,2,41,22,2626,2974,5,39.4,141,,,16960,65,0.72%,2241,87400,854
Alabama|Robertsdale ,Robertsdale ,Robertsdale ,AL,Baldwin,114.229,0.7265,30.614865,-87.564862,3.99%,5783,269,377,36,3,118,244,3076,3261,6,37.3,279,,Metro,16980,132,-0.64%,2353,139500,278
Alabama|Rogersville ,Rogersville ,Rogersville ,AL,Lauderdale,41.943,5.6845,34.837159,-87.279589,0.97%,3866,199,37,14,2,39,11,1974,2121,3,43.4,37,,Metro,17030,16,5.09%,1730,107700,506
Alabama|Russellville ,Russellville ,Russellville ,AL,Franklin,142.754,4.346,34.540384,-87.880266,0.24%,4153,463,1266,19,3,88,966,2762,2814,12,35.5,451,,,17050,207.5,0.92%,2078,87500,742
Alabama|Samson ,Samson ,Samson ,AL,Geneva,84.6435,0.952,31.132109,-86.0698,6.63%,2119,248,120,14,3,60,72,1224,1249,7,40.8,99,,Metro,17200,42.5,1.00%,1017,74300,105
Alabama|Saraland ,Saraland ,Saraland ,AL,Mobile,22.8155,0.257,30.873601,-88.095336,0.81%,6171,849,171,65,8,113,105,3562,3650,16,40.2,571,,Metro,17230,265,1.81%,2794,127400,8
Alabama|Satsuma ,Satsuma ,Satsuma ,AL,Mobile,4.6395,0.0615,30.83156,-88.017825,0.27%,2816,287,34,24,2,64,14,1534,1636,2,40.8,73,,Metro,17250,33,3.80%,1178,147800,8
Alabama|Scottsboro ,Scottsboro ,Scottsboro ,AL,Jackson,115.9525,13.3605,34.782119,-86.088229,-0.70%,5294,325,178,42,13,132,105,2816,2975,28,41.2,661,,Micro,17290,298.5,0.14%,2341,90600,653
Alabama|Selma ,Selma ,Selma ,AL,Dallas,190.2705,3.691,32.46503,-87.025998,-0.51%,4160,7915,70,70,11,53,26,5560,6575,90,38.1,2340,1.5,Micro,17380,1035,0.24%,4761,78400,139
Alabama|Sheffield ,Sheffield ,Sheffield ,AL,Colbert,3.227,0.1115,34.756419,-87.717024,0.28%,3220,1255,106,24,3,46,54,2107,2414,28,40.5,546,0.5,Metro,17460,236.5,1.67%,2029,80300,470
Alabama|Slocomb ,Slocomb ,Slocomb ,AL,Geneva,60.8835,0.2495,31.10208,-85.534154,-4.34%,3228,387,175,8,1,53,81,1796,1900,2,40.2,30,,Metro,17600,13,1.66%,1470,86000,105
Alabama|Springville ,Springville ,Springville ,AL,Saint Clair,53.3675,0.635,33.78675,-86.446824,0.64%,4758,653,95,21,8,42,49,3068,2406,4,40.8,137,,Metro,17700,64,3.48%,1802,154700,570
Alabama|Steele ,Steele ,Steele ,AL,Saint Clair,29.6865,0.2655,33.918254,-86.249303,2.81%,1284,11,66,5,1,20,42,669,664,0,40.5,7,,Metro,17760,3,-4.91%,527,75200,570
Alabama|Stevenson ,Stevenson ,Stevenson ,AL,Jackson,86.0655,3.675,34.86781,-85.916422,7.24%,2085,268,133,13,6,66,104,1215,1240,3,40.6,47,,Micro,17800,20,6.18%,991,66800,653
Alabama|Sulligent ,Sulligent ,Sulligent ,AL,Lamar,91.232,0.1725,33.840625,-88.107107,-4.61%,1930,294,39,2,1,22,21,1093,1142,2,43.2,64,,,17850,29.5,-4.20%,945,67900,304
Alabama|Sumiton ,Sumiton ,Sumiton ,AL,Walker,3.0925,0.004,33.756681,-87.04511,-13.79%,1282,61,10,7,4,12,9,625,726,2,40.7,64,,Metro,17860,29.5,-6.19%,543,121900,307
Alabama|Summerdale ,Summerdale ,Summerdale ,AL,Baldwin,26.8785,0.199,30.47357,-87.695914,9.55%,2347,215,225,10,5,48,146,1351,1360,3,39.5,64,0.5,Metro,17870,28,-0.09%,1046,115000,278
Alabama|Sylacauga ,Sylacauga ,Sylacauga ,AL,Talladega,116.387,4.2445,33.179757,-86.225824,-1.25%,6267,2815,226,50,6,59,155,4278,4958,23,39.4,805,,Micro,17970,367,1.08%,3801,88900,555
Alabama|Sylvania ,Sylvania ,Sylvania ,AL,De Kalb,6.104,0.035,34.558996,-85.786626,-1.29%,883,8,101,5,2,32,76,477,493,0,33.6,21,,,17980,10.5,4.13%,356,88500,899
Alabama|Talladega ,Talladega ,Talladega ,AL,Talladega,170.001,3.2805,33.376143,-86.071249,4.08%,7481,5757,340,69,10,97,179,6649,6763,47,39.6,1157,0.5,Micro,17990,516.5,1.81%,5066,84100,555
Alabama|Tallassee ,Tallassee ,Tallassee ,AL,Elmore,86.161,2.904,32.556198,-85.912822,2.10%,4945,1541,145,45,14,49,82,3201,3389,15,38.7,312,,Metro,18010,139,-0.57%,2536,105800,177
Alabama|Town Creek ,Town Creek ,Town Creek ,AL,Lawrence,66.095,3.8775,34.641975,-87.389852,2.84%,2400,580,67,6,3,338,45,1560,1663,1,40.7,24,,Metro,18150,9.5,4.47%,1274,109000,650
Alabama|Trinity ,Trinity ,Trinity ,AL,Morgan,21.908,0.1125,34.582843,-87.128627,-2.26%,3693,165,133,13,1,276,93,2079,2021,2,39.7,46,,Metro,18210,20.5,-2.10%,1558,117300,573
Alabama|Troy ,Troy ,Troy ,AL,Pike,208.4275,0.3825,31.744504,-85.990024,0.41%,3350,1229,85,70,2,58,44,2274,2396,47,33.9,1068,,Micro,18220,471,0.51%,1900,95600,543
Alabama|Tuscaloosa ,Tuscaloosa ,Tuscaloosa ,AL,Tuscaloosa,98.3855,4.5015,33.173002,-87.6135,1.13%,10039,9290,479,479,19,95,217,9698,10242,114,22.4,4604,4.5,Metro,18250,2069,1.66%,7195,94700,227
Alabama|Tuscumbia ,Tuscumbia ,Tuscumbia ,AL,Colbert,94.917,1.249,34.663715,-87.74887,1.76%,8014,1147,130,41,7,103,61,4439,4799,18,41.8,379,0.5,Metro,18260,167,0.18%,3830,89600,470
Alabama|Tuskegee ,Tuskegee ,Tuskegee ,AL,Macon,127.385,1.047,32.373374,-85.691031,2.23%,416,4350,50,16,3,32,25,2229,2553,37,39.6,564,,,18270,236.5,0.75%,2019,81700,468
Alabama|Valley ,Valley ,Valley ,AL,Chambers,29.4355,1.156,32.760178,-85.197926,1.34%,5366,1842,103,77,6,37,43,3497,3791,24,39.1,628,,Micro,18365,277.5,1.77%,2917,86000,862
Alabama|Vance ,Vance ,Vance ,AL,Tuscaloosa,33.586,0.147,33.217255,-87.228658,-0.12%,1773,141,55,7,0,8,22,977,952,2,33.8,44,,Metro,18380,19,-0.26%,698,116300,227
Alabama|Warrior ,Warrior ,Warrior ,AL,Jefferson,44.4175,0.239,33.81369,-86.825564,-3.92%,6554,311,72,26,8,75,24,3390,3508,4,38.7,75,,Metro,18570,32,0.22%,2604,131300,600
Alabama|Weaver ,Weaver ,Weaver ,AL,Calhoun,4.203,0.0685,33.756856,-85.825622,-1.34%,2318,357,70,37,8,33,22,1268,1442,6,36.4,144,,Metro,18640,61.5,6.48%,1044,101100,730
Alabama|Wedowee ,Wedowee ,Wedowee ,AL,Randolph,66.4655,0.555,33.331888,-85.510222,-2.13%,1689,415,126,7,1,23,73,1094,1090,2,45.3,41,,,18670,18.5,5.88%,910,118900,854
Alabama|Wetumpka ,Wetumpka ,Wetumpka ,AL,Elmore,106.1585,3.449,32.61429,-86.201974,-1.94%,7623,2329,242,94,15,98,137,4626,5512,8,37.6,362,,Metro,18740,169.5,-3.38%,3689,122500,177
Alabama|Winfield ,Winfield ,Winfield ,AL,Marion,72.2345,0.0845,33.94739,-87.782826,-3.31%,3691,169,68,9,2,31,33,1908,1990,8,42.3,194,,,18830,86,-0.38%,1600,87600,498
Alabama|Woodstock ,Woodstock ,Woodstock ,AL,Bibb,11.479,0.071,33.185126,-87.173794,35.07%,1279,70,23,2,0,9,10,683,675,1,36.3,49,0.5,Metro,18870,22.5,29.23%,476,118600,224
Alabama|York ,York ,York ,AL,Sumter,68.0265,0.457,32.460387,-88.1621,-3.64%,243,1309,15,2,3,3,4,675,883,4,40.1,70,,,18940,30,-0.59%,643,56800,135
Alaska|Anchorage ,Anchorage ,Anchorage ,AK,Anchorage,7229.6675,172.022,61.222463,-149.867694,0.65%,5644,993,689,763,380,1479,312,4755,4047,853,36.3,14136,6,Metro,20312,5765.5,0.22%,3927,246700,0
Alaska|Bethel ,Bethel ,Bethel ,AK,Bethel,28.8795,2.9305,60.912509,-161.9762,0.51%,924,57,73,114,23,2919,25,1986,1830,17,27.8,207,,,20897,75.5,-0.57%,1116,207700,0
Alaska|Cordova ,Cordova ,Cordova ,AK,Valdez Cordova,1236.672,148.3665,60.491937,-143.810382,1.00%,915,12,48,138,3,199,19,627,547,3,42.1,37,,,22028,14.5,-1.00%,485,189300,0
Alaska|Craig ,Craig ,Craig ,AK,Prince Of Wales Hyder,1020.268,218.58,55.451702,-132.992635,0.97%,796,8,26,27,7,240,5,532,428,8,39.1,36,,,22106,10,-1.62%,385,172700,0
Alaska|Dillingham ,Dillingham ,Dillingham ,AK,Dillingham,4140.4035,158.6205,59.212234,-159.722152,1.99%,485,9,38,42,9,894,9,672,630,16,32,91,,,22340,23.5,2.16%,467,222500,0
Alaska|Fairbanks ,Fairbanks ,Fairbanks ,AK,Fairbanks North Star,4379.572,16.415,64.560788,-147.67281,-0.02%,6866,1009,659,481,99,1689,247,4909,4601,60,31.9,1461,2,Metro,22769,623.5,-0.38%,3912,185500,0
Alaska|Haines ,Haines ,Haines ,AK,Haines,859.4735,38.5455,58.971507,-135.40915,-1.27%,1123,9,25,22,2,219,13,663,639,2,46.9,47,,,23432,21.5,-8.32%,595,173200,0
Alaska|Homer ,Homer ,Homer ,AK,Kenai Peninsula,535.591,78.019,59.571809,-151.185592,2.52%,4496,42,98,86,11,492,36,2497,2424,16,41.7,273,,,23705,120.5,0.01%,2084,243800,0
Alaska|Juneau ,Juneau ,Juneau ,AK,Juneau,1096.71,151.889,58.380109,-134.177531,0.88%,11328,282,738,1374,198,2786,235,7450,7133,71,38.3,1061,0.5,Micro,24173,436,0.37%,5615,299900,0
Alaska|Kenai ,Kenai ,Kenai ,AK,Kenai Peninsula,163.2095,8.901,60.756211,-150.520266,-1.10%,6635,78,275,176,61,1077,78,3938,3623,11,37,408,,,24524,184.5,2.87%,2849,182600,0
Alaska|Ketchikan ,Ketchikan ,Ketchikan ,AK,Ketchikan Gateway,2399.264,298.2245,55.583689,-131.393027,0.28%,5176,91,269,592,36,1452,76,3471,3283,9,38.5,319,,Micro,24563,145,0.36%,2652,254900,0
Alaska|Kodiak ,Kodiak ,Kodiak ,AK,Kodiak Island,2133.8095,323.8755,57.687364,-153.378962,0.69%,4134,89,494,1459,84,981,255,3411,3039,18,32.2,312,,,24914,135,-0.43%,2184,229500,0
Alaska|Kotzebue ,Kotzebue ,Kotzebue ,AK,Northwest Arctic,1982.0185,478.105,66.73784,-161.77906,-1.91%,446,25,26,35,10,1389,10,969,808,14,29.5,192,,,24992,71.5,0.30%,480,164400,0
Alaska|Nome ,Nome ,Nome ,AK,Nome,1056.243,36.892,65.144104,-165.06972,1.98%,804,24,47,67,9,1339,18,1075,945,21,31.5,105,,,26357,28.5,-1.82%,687,179200,0
Alaska|North Pole ,North Pole ,North Pole ,AK,Fairbanks North Star,53.5745,2.4275,64.729584,-147.387896,0.63%,9997,454,523,399,51,915,160,5893,5380,4,31.2,80,,Metro,22769,34.5,0.67%,4034,201300,0
Alaska|Palmer ,Palmer ,Palmer ,AK,Matanuska Susitna,220.6645,11.7535,61.772,-148.182587,1.13%,11434,280,459,288,84,1259,125,6490,6098,2,35.1,178,,Metro,26747,83,-0.93%,4360,231100,0
Alaska|Petersburg ,Petersburg ,Petersburg ,AK,Petersburg,1341.501,333.483,56.711501,-133.132822,-1.52%,1401,13,60,87,8,215,22,825,777,2,41.5,80,,,26903,37,-0.43%,682,191600,0
Alaska|Seward ,Seward ,Seward ,AK,Kenai Peninsula,1283.339,286.3215,60.316025,-149.215646,3.56%,1990,68,70,77,16,472,22,1443,1024,14,39.6,56,,,27878,14,3.89%,938,189600,0
Alaska|Sitka ,Sitka ,Sitka ,AK,Sitka,807.496,184.661,57.087445,-135.490539,0.11%,3295,44,219,359,39,1092,81,2240,2200,3,38.2,245,,,28073,119.5,0.30%,1772,315200,0
Alaska|Skagway ,Skagway ,Skagway ,AK,Skagway,226.1625,5.8555,59.571902,-135.353436,-7.06%,461,1,11,11,1,26,5,250,234,0,41.2,18,,,28112,9,3.19%,218,310300,0
Alaska|Soldotna ,Soldotna ,Soldotna ,AK,Kenai Peninsula,121.1925,3.1805,60.396127,-150.962582,-2.56%,6598,41,230,154,40,593,79,3587,3509,8,38.8,203,,,28268,92.5,-0.81%,2782,196100,0
Alaska|Unalaska ,Unalaska ,Unalaska ,AK,Aleutians West,29.665,4.0915,53.859159,-166.679991,3.20%,917,162,330,733,65,174,191,1453,660,4,40.8,55,0.5,,29282,22.5,5.71%,423,301700,0
Alaska|Valdez ,Valdez ,Valdez ,AK,Valdez Cordova,1579.471,254.5525,60.605332,-146.856312,0.17%,1753,21,93,61,25,257,20,1070,933,6,36.8,113,,,29360,47,1.01%,796,162400,0
Alaska|Wasilla ,Wasilla ,Wasilla ,AK,Matanuska Susitna,248.9325,9.7875,61.552884,-149.862667,2.52%,0,0,0,0,0,0,0,0,0,23,0,644,0.5,Metro,29555,296.5,1.73%,0,0,0
Alaska|Wrangell ,Wrangell ,Wrangell ,AK,Wrangell,1080.8075,123.053,56.179952,-132.030401,0.56%,951,6,19,28,8,291,4,613,557,2,46.5,29,,,29789,12,3.59%,519,169600,0
Arizona|Apache Junction ,Apache Junction ,Apache Junction ,AZ,Pinal,30.9485,0.0105,33.422266,-111.54774,1.08%,0,0,0,0,0,0,0,0,0,32,0,1312,1,Metro,30259,610.5,0.89%,0,0,1490
Arizona|Buckeye ,Buckeye ,Buckeye ,AZ,Maricopa,225.6285,0.033,33.241195,-112.768102,3.39%,17485,2011,10962,533,96,700,6091,14173,11680,9,30.3,1170,0.5,Metro,30925,570.5,3.55%,7119,162900,1082
Arizona|Bullhead City ,Bullhead City ,Bullhead City ,AZ,Mohave,60.9065,1.536,35.179976,-114.478025,-0.71%,3218,78,525,102,20,63,226,1785,1796,33,52.5,1684,1,Metro,30962,801.5,1.70%,1654,210800,3334
Arizona|Camp Verde ,Camp Verde ,Camp Verde ,AZ,Yavapai,193.227,0.008,34.525073,-111.856111,0.11%,4930,56,911,51,25,537,391,2943,2797,17,44.5,309,,Metro,31147,136.5,2.73%,2173,154900,5368
Arizona|Casa Grande ,Casa Grande ,Casa Grande ,AZ,Pinal,192.4945,0.0295,32.872889,-111.744927,3.16%,18084,1469,10334,614,95,1656,4972,12371,13101,83,35.2,2035,0.5,Metro,31221,897.5,0.84%,9098,126400,1490
Arizona|Chandler ,Chandler ,Chandler ,AZ,Maricopa,81.289,0.219,33.324126,-111.876872,1.79%,16918,1287,4331,1740,89,553,1764,10501,10898,147,34.4,6109,0.5,Metro,31480,2821.5,0.47%,8718,212700,1082
Arizona|Chino Valley ,Chino Valley ,Chino Valley ,AZ,Yavapai,70.85,0.0195,34.83896,-112.396769,1.70%,7346,53,1037,64,18,154,471,3901,4011,35,46.4,370,,Metro,31591,147,0.63%,3197,211100,5368
Arizona|Clarkdale ,Clarkdale ,Clarkdale ,AZ,Yavapai,83.592,0.0735,34.825036,-112.149656,5.01%,1839,30,278,24,7,153,85,972,1113,3,49.9,48,,Metro,31702,21,2.46%,918,212400,5368
Arizona|Coolidge ,Coolidge ,Coolidge ,AZ,Pinal,81.6815,0.864,32.972309,-111.532687,1.48%,4632,640,2948,102,25,1047,1328,3632,3780,17,31.5,550,,Metro,32035,250.5,-3.63%,2430,94100,1490
Arizona|Eagar ,Eagar ,Eagar ,AZ,Apache,14.735,0.013,33.88911,-109.309176,0.03%,2217,32,458,13,4,119,140,1210,1237,3,35,89,,,32553,42,4.21%,870,150200,5686
Arizona|El Mirage ,El Mirage ,El Mirage ,AZ,Maricopa,4.9995,0.0295,33.590717,-112.330897,2.78%,10340,1295,7560,427,86,394,4210,7879,8015,20,28.1,1071,,Metro,32701,507.5,3.49%,4707,125700,1082
Arizona|Eloy ,Eloy ,Eloy ,AZ,Pinal,134.835,0.1435,32.787571,-111.583698,-0.47%,4153,940,5090,415,492,370,2925,6238,2771,36,33,583,1,Metro,32738,249,-5.04%,1706,81700,1490
Arizona|Flagstaff ,Flagstaff ,Flagstaff ,AZ,Coconino,834.4025,2.1805,35.474926,-111.700018,-0.71%,16907,448,2923,540,79,1898,1208,10302,10087,98,29.2,3295,1.5,Metro,32849,1510,-0.18%,8156,292800,6894
Arizona|Florence ,Florence ,Florence ,AZ,Pinal,301.9895,0.2275,32.98516,-111.297855,2.08%,11614,1178,4907,200,36,2085,2076,12486,4293,16,35.5,182,0.5,Metro,32886,75,3.68%,3019,125900,1490
Arizona|Fredonia ,Fredonia ,Fredonia ,AZ,Coconino,280.2925,0.04,36.522414,-112.253915,26.46%,923,9,41,4,5,171,19,549,556,1,35.1,12,,Metro,33182,5,18.17%,392,152100,6894
Arizona|Gilbert ,Gilbert ,Gilbert ,AZ,Maricopa,35.228,0.0915,33.346281,-111.815402,3.23%,15406,848,3210,1500,110,324,1335,9220,9563,71,34.7,3682,,Metro,33404,1736.5,2.53%,6837,256500,1082
Arizona|Globe ,Globe ,Globe ,AZ,Gila,280.8095,0.801,33.544936,-110.737569,0.19%,5684,74,2113,79,14,386,644,3371,3302,19,41.9,431,,Micro,33515,195.5,-1.24%,2611,98900,3509
Arizona|Holbrook ,Holbrook ,Holbrook ,AZ,Navajo,358.7845,1.5985,34.906916,-110.097564,1.84%,1758,95,686,50,6,824,276,1438,1401,20,33.8,282,,Micro,33959,121.5,-3.55%,935,89800,5080
Arizona|Jerome ,Jerome ,Jerome ,AZ,Yavapai,21.749,0,34.715301,-112.161154,4.06%,232,3,15,1,0,9,6,117,122,1,54.3,28,,Metro,34255,12.5,-2.89%,135,236800,5368
Arizona|Kingman ,Kingman ,Kingman ,AZ,Mohave,722.5975,10.416,35.395244,-113.991614,-0.90%,11075,196,1416,256,77,366,582,6058,6087,29,43.9,1544,0.5,Metro,34440,735.5,-1.96%,4813,150200,3334
Arizona|Lake Havasu City ,Lake Havasu City ,Lake Havasu City ,AZ,Mohave,214.367,7.5035,34.47537,-114.340188,0.24%,7061,95,1283,130,25,169,645,3932,3970,34,48.1,1197,0.5,Metro,34570,554.5,-1.22%,3537,191100,3334
Arizona|Mammoth ,Mammoth ,Mammoth ,AZ,Pinal,56.17,0.0935,32.703601,-110.655066,13.89%,613,5,576,2,4,40,254,435,428,1,39.7,10,,Metro,34995,4,-1.41%,304,81600,1490
Arizona|Mesa ,Mesa ,Mesa ,AZ,Maricopa,119.1315,1.844,33.443238,-111.85532,1.20%,16058,1567,8900,532,139,1592,4165,11503,11544,693,30.4,15059,6.5,Metro,35217,6470,0.44%,8958,152400,1082
Arizona|Miami ,Miami ,Miami ,AZ,Gila,28.054,0.4495,33.464501,-110.980964,-2.23%,1848,21,987,10,1,67,372,1113,1147,3,45.7,78,,Micro,35254,36.5,-4.83%,941,70600,3509
Arizona|Nogales ,Nogales ,Nogales ,AZ,Santa Cruz,141.128,0.261,31.464272,-110.994375,0.23%,8546,58,10820,87,10,98,3003,5332,6195,22,34.2,587,,Micro,35698,269.5,0.77%,3649,120100,3857
Arizona|Page ,Page ,Page ,AZ,Coconino,376.5435,6.1905,36.803584,-111.203916,0.52%,2437,50,290,58,7,2707,108,2571,2571,29,31.5,535,1,Metro,35908,232,-3.70%,1685,137200,6894
Arizona|Patagonia ,Patagonia ,Patagonia ,AZ,Santa Cruz,195.719,0.0945,31.483634,-110.64067,2.78%,646,3,244,2,0,15,55,343,371,,53.5,16,,Micro,36068,5,-4.31%,334,162500,3857
Arizona|Payson ,Payson ,Payson ,AZ,Gila,391.4815,0.1845,34.044276,-111.23092,0.79%,10282,66,989,82,20,317,374,5348,5591,25,52.9,431,0.5,Micro,36179,188,1.01%,4924,205800,3509
Arizona|Peoria ,Peoria ,Peoria ,AZ,Maricopa,62.2615,1.164,33.573522,-112.259596,1.65%,21499,1724,8948,929,115,697,4286,13437,14668,73,35.1,3543,1,Metro,36290,1649.5,1.74%,10260,144300,1082
Arizona|Phoenix ,Phoenix ,Phoenix ,AZ,Maricopa,225.7135,0.513,33.4486,-112.0733,1.34%,0,0,0,0,0,0,0,0,0,2339,0,65726,57,Metro,36364,28488.5,-0.13%,0,0,1082
Arizona|Pima ,Pima ,Pima ,AZ,Graham,298.4065,0.5755,33.051256,-110.002758,-10.10%,1713,23,414,8,9,56,166,962,949,1,32.8,38,,Micro,36438,18,-4.29%,619,121100,2906
Arizona|Prescott ,Prescott ,Prescott ,AZ,Yavapai,708.2875,0.5035,34.619313,-112.419363,-1.20%,9544,127,1063,223,40,303,387,5079,5234,61,51,1370,,Metro,36771,614.5,0.09%,4630,224300,5368
Arizona|Prescott Valley ,Prescott Valley ,Prescott Valley ,AZ,Yavapai,66.528,0,34.61,-112.3153,-0.06%,0,0,0,0,0,0,0,0,0,34,0,1016,0.5,Metro,36771,464,1.70%,0,0,5368
Arizona|Quartzsite ,Quartzsite ,Quartzsite ,AZ,La Paz,311.3985,0,33.638698,-114.273612,-1.46%,2091,16,144,9,1,70,74,1120,1092,4,67.5,129,,,36808,60,9.15%,1212,34400,1642
Arizona|Sahuarita ,Sahuarita ,Sahuarita ,AZ,Pima,115.207,0,31.957425,-110.995337,1.84%,9819,455,4183,378,46,291,1364,5813,5971,2,32.4,402,,Metro,37289,196.5,0.37%,3948,206300,2437
Arizona|San Luis ,San Luis ,San Luis ,AZ,Yuma,8.9785,0.027,32.494329,-114.783313,5.07%,8399,56,12592,42,11,79,4535,6318,6441,22,25.5,507,,Metro,37548,228.5,1.36%,2978,123300,137
Arizona|Somerton ,Somerton ,Somerton ,AZ,Yuma,49.255,0.086,32.529962,-114.714968,1.04%,6909,315,9111,80,25,429,3169,5761,4847,12,27.3,240,,Metro,38103,107.5,-2.10%,2524,147400,137
Arizona|Springerville ,Springerville ,Springerville ,AZ,Apache,184.5705,0.4925,34.152646,-109.4531,-12.72%,1036,10,269,13,3,84,88,595,588,2,37.5,51,,,38214,23.5,-7.24%,468,129700,5686
Arizona|Surprise ,Surprise ,Surprise ,AZ,Maricopa,47.194,0.0675,33.65133,-112.376444,2.07%,20228,1175,4316,510,76,271,2053,11156,12418,47,50.5,2236,2,Metro,38269,1049.5,2.91%,10193,216900,1082
Arizona|Tempe ,Tempe ,Tempe ,AZ,Maricopa,20.5315,0.159,33.4148,-111.9088,1.74%,0,0,0,0,0,0,0,0,0,249,0,8843,2.5,Metro,38436,4022,-0.35%,0,0,1082
Arizona|Thatcher ,Thatcher ,Thatcher ,AZ,Graham,11.974,0.1175,32.752995,-109.865595,1.29%,2758,61,693,35,16,74,268,1521,1589,1,27.1,107,,Micro,38473,53,10.64%,1023,163900,2906
Arizona|Tolleson ,Tolleson ,Tolleson ,AZ,Maricopa,10.8415,0.0045,33.421242,-112.272442,6.43%,8772,1684,10507,536,79,369,4820,7548,7958,11,26,742,1,Metro,38547,351.5,2.66%,4243,161700,1082
Arizona|TUCSON ,TUCSON ,Tucson ,AZ,Pima,763.135,0.4265,32.217872,-110.968616,0.36%,1821,189,1036,65,5,136,416,1285,1207,4957,35.3,68132,47,Metro,38880,"27,440",0.21%,1318,222300,2437
Arizona|Wellton ,Wellton ,Wellton ,AZ,Yuma,82.65,0,32.86568,-114.195903,2.23%,1874,37,814,11,3,40,382,1139,1131,1,51.6,36,,Metro,39250,17.5,9.29%,931,70500,137
Arizona|Wickenburg ,Wickenburg ,Wickenburg ,AZ,Maricopa,295.2775,0.027,33.9689,-112.7286,-2.09%,0,0,0,0,0,0,0,0,0,6,0,159,,Metro,39361,71.5,-0.56%,0,0,1082
Arizona|Williams ,Williams ,Williams ,AZ,Coconino,730.4115,0.2915,35.619576,-112.531472,5.40%,2494,51,803,36,6,150,415,1553,1493,7,44.5,129,,Metro,39472,56,-0.02%,1239,174900,6894
Arizona|Yuma ,Yuma ,Yuma ,AZ,Yuma,726.753,2.411,32.707432,-114.680091,0.29%,25954,1296,23822,919,139,1038,9978,18427,19025,206,31.1,3854,1.5,Metro,39842,1667,0.18%,12440,143900,137
Arkansas|Alma ,Alma ,Alma ,AR,Crawford,42.933,1.1645,35.463728,-94.193935,1.85%,6574,120,216,50,7,204,113,3390,3504,9,36.7,315,,Metro,40135,145,3.05%,2583,99000,443
Arkansas|Altus ,Altus ,Altus ,AR,Franklin,18.354,0.4735,35.461443,-93.746955,-1.86%,979,12,28,21,4,24,14,513,512,3,39.2,16,,,40189,5,10.08%,393,64800,510
Arkansas|Arkadelphia ,Arkadelphia ,Arkadelphia ,AR,Clark,197.7755,4.3775,34.049477,-93.08168,0.91%,5690,2015,223,64,4,67,103,3705,4114,16,33,353,,Micro,40270,156,-0.03%,3083,92400,189
Arkansas|Ash Flat ,Ash Flat ,Ash Flat ,AR,Sharp,47.163,0.0075,36.197987,-91.630935,7.99%,1406,7,14,6,0,38,6,699,729,0,48.3,25,,,40351,12,9.46%,573,81500,670
Arkansas|Ashdown ,Ashdown ,Ashdown ,AR,Little River,127.044,3.058,33.689482,-94.129676,-2.74%,3382,969,122,21,5,91,82,2159,2304,3,41.7,245,,Metro,40333,119,-4.43%,1830,85900,327
Arkansas|Atkins ,Atkins ,Atkins ,AR,Pope,58.845,2.1655,35.301882,-92.9238,0.58%,3252,67,80,8,5,77,38,1654,1729,0,39.6,97,,Micro,40369,47.5,-3.83%,1305,76400,354
Arkansas|Austin ,Austin ,Austin ,AR,Lonoke,21.913,0.086,34.992126,-91.978823,13.80%,3272,37,88,36,2,42,24,1708,1647,3,35.3,49,,Metro,40423,21,4.62%,1221,115800,242
Arkansas|Bald Knob ,Bald Knob ,Bald Knob ,AR,White,67.9175,0.5475,35.323328,-91.505782,6.68%,3127,103,112,13,1,51,59,1634,1655,4,38.6,122,0.5,Micro,40468,56,4.47%,1274,79300,250
Arkansas|Barling ,Barling ,Barling ,AR,Sebastian,3.753,0.083,35.335607,-94.309819,-0.29%,2094,75,157,121,2,85,73,1146,1222,17,40.3,138,,Metro,43231,49.5,3.69%,971,87800,423
